0,553,422,771
1,57,287,511
2,158,110,554
3,418,33,355
4,41,725,911
5,663,819,986
6,799,943,615
7,203,961,261
8,444,753,211
9,484,973,774
10,357,682,920
11,146,772,943
12,557,780,300
13,977,595,808
14,374,256,531
15,699,970,884
16,585,160,839
1050,241,338,56
1051,604,114,979
1052,52,407,786
1053,885,293,694
1054,121,504,20
1055,476,358,54
1056,254,980,998
1057,652,214,633
1058,449,135,563
1059,781,680,252
1060,143,359,781
1061,318,393,899
1062,0,868,876
1063,94,721,383
1064,355,468,245
1065,513,69,925
1066,864,20,454
1067,61,778,355
