0,413,250,77
1,715,691,906
2,833,767,936
3,383,258,82
4,708,884,927
5,423,26,125
6,992,133,254
7,590,494,443
8,499,904,154
9,163,897,521
10,597,310,49
11,364,846,318
12,345,106,338
13,300,468,281
14,853,160,93
15,705,148,621
16,6,411,24
17,74,985,126
18,12,660,729
19,773,507,636
20,670,205,794
21,118,634,754
22,590,66,920
23,307,213,491
24,37,726,425
25,314,561,340
26,312,33,418
27,292,639,512
28,686,223,175
29,856,851,954
30,199,574,271
31,785,476,533
32,428,612,96
33,37,11,712
34,650,342,504
35,360,461,762
36,676,757,845
37,485,587,134
38,728,780,308
39,856,281,183
40,723,379,172
41,657,337,311
42,579,398,691
43,62,683,338
44,503,192,845
45,875,983,340
46,363,758,74
47,681,675,23
48,904,590,332
49,762,376,804
50,157,372,604
51,78,562,223
52,271,72,969
53,754,310,607
54,655,95,827
55,96,259,134
56,623,796,528
57,919,121,948
58,939,997,976
59,211,55,891
60,822,706,685
61,24,986,52
62,269,221,90
63,802,447,266
64,717,706,51
65,808,729,392
66,187,650,989
67,54,157,45
68,14,557,902
69,286,455,734
70,103,639,116
71,216,258,357
72,170,89,738
73,618,512,302
74,453,732,817
75,959,258,851
76,163,476,818
77,895,243,901
78,414,61,635
79,771,172,814
80,357,956,21
81,110,677,788
82,126,565,763
83,687,833,859
84,948,542,178
85,441,392,433
86,598,980,901
87,472,504,607
88,740,608,125
89,253,929,967
90,905,728,296
91,452,504,114
92,6,784,869
93,164,663,658
94,808,335,910
95,999,817,314
96,425,472,871
97,273,531,578
98,256,894,482
99,525,535,695
100,198,129,845
101,833,703,374
102,735,84,614
103,448,674,41
104,354,669,586
105,508,796,246
106,981,150,119
107,290,935,190
108,676,618,958
109,745,972,537
110,56,263,380
111,959,453,351
112,10,368,822
113,373,164,891
114,962,206,359
115,208,703,568
116,575,634,801
117,581,902,649
118,141,2,808
119,879,904,438
120,828,780,30
121,573,220,506
122,419,113,969
123,138,349,544
124,208,194,899
125,283,928,252
126,863,664,747
127,756,896,329
128,481,367,520
129,662,309,297
130,573,980,396
131,527,852,447
132,528,364,616
133,409,626,427
134,245,650,303
135,516,513,291
136,923,800,624
137,700,566,293
138,639,920,685
139,50,646,160
140,331,806,144
141,725,22,682
142,957,501,281
143,712,641,537
144,44,499,392
145,357,89,158
146,311,506,128
147,884,486,27
148,16,174,781
149,583,277,201
150,285,12,590
151,761,537,884
152,684,256,306
153,934,211,933
154,446,525,569
155,905,202,429
156,614,598,675
157,410,431,406
158,601,298,985
159,208,12,855
160,718,653,980
161,486,243,333
162,515,41,151
163,361,761,805
164,534,9,673
165,315,233,188
166,27,637,840
167,946,649,927
168,725,864,257
169,877,982,926
170,171,631,694
171,757,520,740
172,713,19,868
173,670,559,401
174,353,467,796
175,454,730,184
176,458,804,698
177,886,389,930
178,0,996,873
179,129,182,167
180,128,22,581
181,681,911,487
182,808,938,11
183,112,161,514
184,539,36,66
185,967,713,730
186,853,151,151
187,957,486,358
188,23,69,88
189,594,23,84
190,904,967,86
191,107,53,860
192,296,368,869
193,459,90,665
194,79,412,539
195,784,421,458
196,739,415,898
197,543,795,660
198,244,77,127
199,612,106,824
200,989,653,152
201,207,79,402
202,300,68,402
203,695,188,283
204,997,942,917
