5000,964,103,488
5001,735,240,792
5002,339,142,698
5003,743,867,984
5004,234,266,711
5005,888,109,136
5006,188,484,428
5007,842,468,382
5008,857,883,90
5009,341,382,480
5010,740,80,615
5011,261,662,777
5012,532,873,849
5013,361,51,957
5014,987,24,263
5015,35,168,230
5016,188,186,340
5017,921,594,552
5018,300,732,235
5019,549,422,90
5020,57,644,979
5021,629,928,812
5022,87,654,161
5023,325,309,234
5024,987,315,946
5025,168,873,481
5026,630,722,414
5027,738,497,701
5028,46,976,358
5029,613,604,286
5030,537,970,364
5031,757,289,451
5032,743,747,959
5033,526,377,438
5034,151,845,166
5035,573,180,792
5036,763,468,241
5037,355,163,585
5038,630,112,263
5039,500,516,635
5040,911,59,759
5041,120,791,131
5042,158,601,660
5043,717,754,314
5044,830,205,961
5045,716,725,556
5046,162,605,332
5047,333,633,929
5048,992,534,200
5049,724,780,956
5050,900,220,754
5051,290,250,43
5052,586,228,181
5053,279,226,346
5054,126,382,302
5055,333,45,404
5056,363,273,694
5057,767,872,732
5058,989,602,498
5059,792,230,815
5060,868,909,19
5061,867,750,604
5062,43,151,378
5063,799,802,625
5064,122,724,224
5065,912,522,720
5066,424,562,831
5067,160,392,148
5068,367,638,263
5069,278,713,158
5070,794,119,966
5071,287,315,362
5072,285,609,620
5073,126,559,797
5074,421,789,913
5075,495,325,726
5076,904,65,729
5077,268,691,367
5078,904,107,616
5079,348,810,895
5080,642,370,548
5081,890,502,815
5082,399,481,355
5083,660,65,771
5084,511,882,581
5085,296,697,139
5086,152,322,867
5087,532,567,494
5088,836,928,218
5089,979,347,91
5090,895,589,162
5091,984,3,768
5092,729,538,945
5093,359,434,614
5094,917,954,793
5095,310,901,927
5096,484,595,651
5097,64,130,185
5098,548,119,275
5099,572,613,375
5100,316,340,867
5101,821,340,354
5102,694,554,111
5103,989,74,953
5104,263,329,999
5105,248,979,990
5106,68,958,942
5107,316,166,939
5108,195,427,137
5109,312,125,53
5110,912,225,316
5111,150,827,59
5112,659,536,545
5113,170,579,757
5114,363,625,39
5115,872,120,67
5116,522,642,399
5117,324,713,998
5118,616,494,514
5119,125,815,911
5120,250,130,531
5121,36,813,328
5122,579,866,555
5123,597,655,118
5124,147,56,317
5125,762,558,591
5126,138,368,295
5127,856,917,451
5128,993,462,350
5129,509,821,558
5130,499,973,668
5131,174,774,671
5132,192,820,161
5133,976,90,60
5134,488,111,765
5135,726,928,155
5136,544,827,65
5137,9,1,915
5138,837,338,648
5139,610,469,929
5140,878,16,330
5141,62,226,400
5142,909,969,196
5143,803,187,126
5144,433,516,801
5145,373,99,816
5146,316,470,263
5147,833,732,846
5148,99,798,158
5149,322,952,705
5150,476,292,837
5151,743,453,620
5152,687,298,883
5153,144,313,983
5154,349,942,266
5155,65,797,441
5156,880,755,118
5157,783,969,734
5158,452,708,289
5159,754,290,416
5160,181,357,294
5161,56,627,675
5162,198,4,43
5163,515,47,598
5164,227,405,40
5165,382,264,362
5166,361,279,972
5167,96,56,800
5168,715,171,466
5169,869,105,682
5170,257,777,532
5171,267,148,334
5172,484,54,709
5173,670,382,934
5174,703,820,61
5175,428,584,375
5176,273,833,589
5177,234,177,536
