0,253,527,921
1,582,677,431
2,683,605,812
3,861,475,45
4,658,4,441
5,921,528,439
6,946,748,81
7,354,541,161
8,910,215,870
9,224,100,696
10,956,938,465
11,140,796,637
12,346,132,834
13,101,748,185
14,971,794,72
15,497,132,563
16,45,496,544
17,722,270,187
18,544,110,360
19,23,438,126
20,429,888,888
21,854,108,299
22,747,684,512
23,258,68,111
24,112,242,29
25,701,952,774
26,265,188,580
27,488,867,718
28,537,562,406
29,662,764,618
30,218,498,787
31,282,839,439
32,45,227,755
33,722,839,611
34,728,257,44
35,157,423,185
36,290,303,857
37,619,229,120
38,683,840,735
39,851,953,156
40,121,629,595
41,228,904,803
42,783,198,112
43,278,736,677
44,267,419,804
45,842,708,598
46,342,592,465
47,559,273,722
48,622,255,6
49,930,869,981
50,875,199,610
51,861,370,770
52,534,24,428
53,147,711,345
54,286,758,874
55,569,800,152
56,844,589,890
57,849,365,883
58,206,295,683
59,877,112,144
60,856,506,47
61,489,422,521
62,252,125,643
63,381,593,848
64,943,180,451
65,714,294,213
66,792,599,986
67,970,44,173
68,961,600,172
69,715,450,271
70,16,624,901
71,140,867,813
72,108,710,150
73,270,777,349
74,476,787,268
75,133,82,503
76,976,886,734
77,675,715,538
78,150,889,175
79,383,527,84
80,873,344,976
81,274,293,365
82,827,5,422
83,793,966,97
84,712,905,33
85,273,693,423
86,553,545,331
87,196,599,553
88,821,48,311
89,717,460,113
90,309,659,138
91,45,713,35
92,765,273,576
93,886,332,164
94,594,739,193
95,625,679,970
96,927,527,154
97,341,710,279
98,133,66,313
99,756,46,163
100,194,169,268
101,365,615,602
102,55,231,720
103,857,262,368
104,96,76,82
105,511,95,805
106,297,983,308
107,582,487,481
108,934,794,881
109,855,701,761
110,662,179,989
111,378,759,831
112,402,841,533
113,776,841,468
114,152,846,482
115,810,585,805
116,719,391,892
117,923,184,313
118,302,952,291
119,640,145,898
120,430,358,669
121,183,217,556
122,963,533,541
123,42,907,938
124,506,893,276
125,561,615,532
126,20,146,175
127,881,883,524
128,303,283,557
129,1000,359,307
130,63,731,742
131,996,788,392
132,971,776,658
133,763,284,206
134,596,853,970
135,809,865,157
136,604,775,189
137,117,773,601
138,548,628,529
139,117,746,504
140,255,248,259
141,884,54,515
142,452,436,348
143,981,396,491
144,504,289,940
145,768,832,518
146,69,669,943
147,772,718,545
148,474,75,953
149,75,104,575
150,49,746,358
151,351,8,45
152,481,799,62
153,557,637,789
154,898,277,561
155,713,236,312
156,846,888,403
157,757,629,817
158,554,235,106
159,203,482,920
160,212,954,452
161,951,993,32
162,142,629,719
163,41,453,416
164,82,616,59
165,578,329,416
166,25,431,38
167,327,796,595
168,285,671,987
169,690,258,928
170,752,445,296
171,249,743,868
172,803,746,683
173,104,587,135
174,96,279,442
175,41,356,221
176,824,42,694
177,369,304,777
178,468,967,510
179,444,171,191
180,740,103,256
181,13,373,440
182,220,420,891
183,875,461,884
184,482,491,180
185,760,349,178
186,432,647,927
187,943,987,544
188,341,953,189
189,52,488,650
190,666,244,774
191,439,995,439
192,98,164,426
193,120,368,980
194,467,654,559
195,329,452,651
196,931,163,76
197,149,261,839
198,18,374,182
199,96,762,537
200,881,661,57
201,267,445,31
202,457,215,804
203,298,32,52
204,402,927,662
205,936,679,599
206,481,466,955
207,730,925,272
208,100,726,605
209,807,367,695
210,743,74,465
211,330,110,722
212,148,859,870
213,225,262,979
214,836,488,72
215,988,966,224
216,323,966,908
217,507,816,440
218,50,816,945
219,716,352,22
220,871,927,181
221,322,856,76
222,745,279,909
223,463,919,81
224,298,732,783
225,719,268,622
226,974,237,506
227,131,903,518
228,446,324,217
229,712,439,510
230,410,238,385
231,95,775,787
232,414,912,630
233,359,272,729
234,919,170,657
235,150,961,642
236,114,258,937
237,654,20,612
238,216,594,343
239,946,648,75
240,191,702,144
241,650,345,277
242,986,42,217
243,239,574,241
244,116,311,819
245,862,725,995
246,739,153,936
247,107,800,583
248,344,773,182
249,276,276,916
250,670,659,742
251,268,775,615
252,199,297,937
253,779,384,345
254,299,498,746
255,176,204,680
256,293,277,696
257,103,324,842
258,222,890,645
259,95,64,550
260,958,70,868
261,623,535,87
262,742,919,156
263,90,355,907
264,130,64,681
265,971,44,109
266,51,582,520
267,110,708,159
268,495,794,919
269,47,832,584
270,39,322,128
271,113,36,300
272,322,982,418
273,975,875,208
274,549,13,152
275,819,960,127
276,421,729,852
277,462,762,852
278,892,28,40
279,361,893,675
280,572,555,365
281,366,947,419
282,29,986,519
283,282,571,676
284,148,378,119
285,288,259,262
286,618,577,475
287,646,516,604
288,329,234,968
289,819,491,261
290,735,361,321
291,142,652,56
292,185,212,811
293,32,342,225
294,448,110,234
295,798,615,205
296,251,55,833
297,980,484,242
298,730,427,122
299,725,174,879
300,991,540,811
301,1000,96,524
302,744,537,210
303,623,482,834
304,827,156,790
305,649,587,892
306,189,130,977
307,396,665,170
308,859,62,329
309,92,357,53
310,517,262,612
311,31,553,193
312,979,157,419
313,428,770,758
314,328,878,122
315,86,379,754
316,759,451,483
317,418,527,401
318,621,706,638
319,601,417,565
320,451,911,659
321,645,209,355
322,52,860,984
323,979,311,749
324,540,183,943
325,920,729,362
326,642,931,295
327,398,512,528
328,130,443,98
329,54,122,428
330,606,770,480
331,590,770,155
332,846,236,238
333,916,70,734
334,678,153,314
335,680,17,383
336,306,513,687
337,163,483,843
338,617,363,543
339,226,433,816
340,891,279,245
341,773,706,515
342,636,117,691
343,523,608,929
344,998,198,927
345,676,54,877
346,915,392,286
347,861,313,46
348,179,962,56
349,686,191,680
350,981,162,495
351,363,69,183
352,629,190,940
353,947,287,698
354,653,637,567
355,847,806,743
356,893,724,402
357,328,384,370
358,525,921,658
359,804,747,224
360,397,903,625
361,955,740,725
362,443,198,477
363,781,524,187
364,997,77,834
365,339,112,657
366,628,400,950
367,203,112,193
368,536,376,307
369,637,655,65
370,181,43,841
371,142,601,78
372,708,726,167
373,336,558,21
374,851,51,93
375,557,230,658
376,968,76,69
377,585,182,870
378,645,951,73
379,694,46,252
380,175,394,727
381,502,750,848
382,306,100,914
383,551,656,825
384,199,547,996
385,976,25,535
386,219,717,846
387,920,812,158
388,715,110,455
389,463,132,270
390,291,570,6
391,87,871,256
392,785,818,422
393,481,207,172
394,808,33,627
395,537,456,694
396,216,838,605
397,136,344,200
398,920,846,945
399,80,654,529
400,998,82,732
401,168,488,891
402,899,581,208
403,289,59,344
404,271,294,57
405,601,786,926
406,976,570,450
407,697,147,93
408,400,77,601
409,143,210,702
410,394,3,678
411,525,430,578
412,504,449,271
413,789,118,591
414,774,598,462
415,483,759,239
416,814,511,968
417,917,698,610
418,231,288,755
419,265,60,550
420,182,206,574
421,627,400,205
422,437,152,928
423,113,951,340
424,6,918,326
425,436,675,207
426,111,269,968
427,209,673,982
428,197,970,148
429,525,467,351
430,365,263,988
431,154,924,273
432,869,241,824
433,933,250,363
434,419,238,192
435,397,585,457
436,710,15,260
437,347,795,683
438,232,936,829
439,113,400,964
440,22,915,455
441,398,142,137
442,821,865,594
443,378,678,663
444,520,54,462
445,412,630,250
446,151,718,401
447,826,776,433
448,98,496,750
449,134,892,772
450,560,275,194
451,844,607,195
452,929,124,467
453,849,410,899
454,943,909,483
455,851,661,782
456,411,203,238
457,716,246,818
458,498,924,48
459,103,873,483
460,582,537,840
461,977,332,739
462,57,106,619
463,201,710,659
464,338,975,527
465,600,300,810
466,426,934,964
467,331,456,169
468,105,311,634
469,977,610,391
470,881,706,479
471,269,901,34
472,489,393,154
473,603,737,542
474,212,978,767
475,207,915,72
476,923,906,809
477,183,953,673
478,126,794,172
479,115,504,715
480,584,138,403
481,529,435,674
482,550,711,868
483,391,769,60
484,879,72,735
485,698,76,280
486,926,968,937
487,605,27,521
488,23,802,876
489,514,436,207
490,97,60,386
491,708,244,647
492,66,988,690
493,499,893,733
494,522,513,631
495,561,146,848
496,230,816,284
497,265,168,283
498,840,454,987
499,987,232,749
500,107,896,829
501,387,197,825
502,341,487,335
503,599,978,616
504,755,994,251
505,344,782,719
506,248,700,39
507,142,756,749
508,66,903,790
509,679,308,342
510,313,556,331
511,823,856,732
512,114,323,819
513,608,601,485
514,296,722,646
515,432,138,939
516,438,472,279
517,146,653,564
518,479,524,774
519,267,890,579
520,701,682,282
521,467,179,689
522,937,866,294
523,226,632,379
524,283,816,956
525,655,74,230
526,641,404,491
527,565,865,0
528,719,607,308
529,229,954,130
530,119,158,662
531,788,982,37
532,161,486,983
533,55,943,772
534,797,809,698
535,555,100,740
536,944,819,471
537,664,218,563
538,483,246,111
539,339,603,307
540,485,597,623
541,365,660,244
542,22,681,842
543,993,209,227
544,469,77,953
545,839,71,398
546,302,454,101
547,866,598,966
548,404,931,577
549,158,570,79
550,408,209,183
551,278,81,420
552,17,737,797
553,711,830,353
554,45,891,322
555,720,683,458
556,883,585,28
557,559,738,81
558,429,202,499
559,212,861,285
560,90,475,335
561,187,579,561
562,312,462,3
563,414,698,518
564,994,157,294
565,598,509,972
566,389,45,524
567,982,41,866
568,637,201,74
569,457,8,945
570,97,524,398
571,230,979,913
572,689,481,342
573,300,704,276
574,933,370,88
575,262,882,53
576,66,277,712
577,167,79,642
578,925,724,457
579,723,329,851
580,40,17,171
581,844,81,73
582,58,839,702
583,782,870,76
584,984,763,87
585,253,589,585
586,676,152,486
587,116,173,43
588,452,824,908
589,671,498,201
590,150,261,399
591,52,112,377
592,711,158,873
593,628,126,591
594,418,446,829
595,378,998,334
596,325,842,765
597,755,210,124
598,149,666,96
599,286,222,960
600,872,617,20
601,630,351,907
602,948,5,985
603,281,109,223
604,626,269,684
605,500,108,45
606,359,498,916
607,21,58,5
608,494,35,265
609,936,638,636
610,901,712,785
611,525,466,486
612,104,314,718
613,850,671,52
614,851,724,76
615,402,509,287
616,308,277,182
617,679,995,741
618,865,536,652
619,888,646,715
620,83,356,380
621,10,625,189
622,253,230,152
623,515,623,828
624,849,35,273
625,302,537,751
626,982,262,575
627,713,551,52
628,988,221,180
629,646,802,818
630,319,1000,876
631,342,845,651
632,300,661,288
633,706,82,761
634,863,466,763
635,927,0,837
636,164,58,525
637,972,332,538
638,513,687,817
639,282,470,648
640,178,717,42
641,483,602,647
642,571,726,174
643,540,835,769
644,224,273,885
645,476,557,967
646,520,120,236
647,191,540,805
648,661,486,310
649,460,986,205
650,280,411,478
651,362,418,684
652,314,144,594
653,421,845,27
