0,349,91,838
1,598,710,811
2,136,835,355
3,771,373,811
4,226,988,239
5,684,556,630
6,878,406,313
7,524,673,930
8,589,821,993
9,127,721,384
10,374,151,307
11,712,440,787
12,174,443,708
13,321,199,256
14,874,159,854
15,704,383,843
16,346,587,237
350,487,590,817
351,722,748,331
352,327,873,424
353,45,646,337
354,807,683,193
355,449,533,641
356,382,984,309
357,409,152,562
358,904,404,675
359,663,643,45
360,310,668,925
361,161,828,418
362,606,115,354
363,537,355,188
364,906,307,418
365,505,542,259
366,728,999,772
367,432,341,771
